dish_id,vegetables | leafy_greens,vegetables | stem_vegetables,vegetables | non-starchy_roots,vegetables | other,fruits,protein | meat,protein | poultry,protein | seafood,protein | eggs,protein | beans/nuts,starches/grains | baked_goods,starches/grains | rice/grains/cereals,starches/grains | noodles/pasta,starches/grains | starchy_vegetables,starches/grains | other,soups/stews,herbs/spices,dairy,snacks,sweets/desserts,beverages,fats/oils/sauces
dish_1559590157,36422,6266,277,21,0,21,22342,1471,0,0,0,0,0,3223,0,0,0,0,0,0,0,0
dish_1559590202,34612,6139,18,0,0,0,15020,1445,0,0,0,31608,0,0,0,0,86,0,0,0,0,0
dish_1559593646,31848,0,0,387,0,0,0,0,0,24,0,403,0,0,0,0,48,0,0,0,0,0
dish_1559593722,63734,0,1,303,0,0,0,0,0,4,0,301,0,0,0,0,0,0,0,0,0,0
dish_1559593746,62744,0,250,3167,0,154,0,0,0,225,0,0,0,10281,0,0,0,0,0,0,0,0
dish_1559593794,64246,271,16,12006,3,751,19169,215,0,214,0,1282,0,1545,0,0,0,0,0,0,0,0
dish_1559667948,0,0,0,0,2,0,0,0,0,0,3099,0,0,4,0,0,0,17474,0,0,0,0
dish_1559667973,0,0,0,52,227,104,0,0,15517,0,1406,0,0,2569,0,0,0,21007,0,0,0,0
dish_1559667994,0,0,0,0,67,2,0,0,14970,0,1656,0,0,15145,0,0,0,18658,0,0,0,1
dish_1559668016,0,0,0,0,10801,267,0,0,19119,0,236,0,0,9959,0,0,0,19631,0,0,0,0
dish_1559668238,0,0,0,0,0,0,0,0,0,0,0,0,0,31710,0,0,0,0,0,0,0,0
dish_1559668272,0,0,0,0,0,446,0,0,50049,0,0,0,0,11621,0,0,0,0,0,0,0,0
dish_1559668314,31592,0,1,9,1891,1119,0,0,31075,0,0,0,0,27822,0,0,0,0,0,0,0,0
dish_1559674074,0,0,0,0,0,3316,0,0,0,0,0,0,0,0,11459,0,105,0,0,0,0,0
dish_1559674689,0,0,0,1,29222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559674781,0,0,0,0,34317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559674866,27801,0,0,0,26521,941,377,3061,0,38,370,0,0,0,0,0,0,0,0,0,0,0
dish_1559675101,0,6223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559675146,0,6383,17051,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559675178,0,5911,16968,6968,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
dish_1559675234,467,13504,16849,6891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559675268,243,12880,15941,16560,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
dish_1559678083,62162,0,13,0,0,1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559678104,70324,5510,0,5,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559678127,68038,8687,24,7136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559678146,65653,8994,33,3950,0,16079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559678330,40110,0,116,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559678367,34648,21482,66,5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559678405,47129,12329,126,0,0,15822,0,0,0,0,0,815,0,0,0,0,0,0,0,0,0,0
dish_1559678457,60659,4853,1311,0,5,10648,0,0,0,157,0,20856,0,0,0,0,0,0,0,0,0,0
dish_1559678629,3171,0,0,0,0,0,0,14790,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559678651,32744,0,0,0,0,0,112,6876,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559700851,46341,0,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559751458,0,0,17635,0,10,0,0,0,0,0,0,0,0,374,0,0,0,0,0,0,0,0
dish_1559751552,0,82,13883,0,25004,3505,0,0,0,0,0,0,0,1289,0,0,0,0,0,0,0,0
dish_1559751710,0,0,0,0,15259,0,0,0,181,9,0,0,0,84,0,0,0,0,0,0,0,0
dish_1559751744,0,50,0,0,10347,0,0,0,24857,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559751775,0,409,5796,0,10865,1167,0,0,25150,0,0,0,0,1806,0,0,0,0,0,0,0,0
dish_1559751801,0,637,6460,0,10465,15290,0,0,20075,0,0,0,0,3542,0,0,0,0,0,0,0,0
dish_1559838214,0,0,1,0,0,7911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559838279,72,203,0,0,24607,5180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559838402,135,226,9094,0,24340,5115,0,0,0,0,0,0,0,8273,0,0,0,0,0,0,0,0
dish_1559841023,0,0,0,0,49,6055,0,0,0,1,0,0,0,355,0,0,0,0,0,0,0,0
dish_1559841061,0,1293,0,190,9007,2983,0,0,0,0,0,0,0,2821,0,0,0,0,0,0,0,0
dish_1559841091,0,2031,1906,14533,257,3270,0,0,0,0,0,0,0,9204,0,0,0,0,0,0,0,0
dish_1559841127,0,850,804,3306,5745,3168,0,0,19283,0,0,0,0,16364,0,0,0,0,0,0,0,0
dish_1559841163,0,21823,215,0,8050,1989,0,0,21036,0,0,0,0,11380,0,0,0,0,0,0,0,0
dish_1559841571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10122,0,0,0,19,0,0,0
dish_1559841781,0,0,0,36,7326,0,0,0,0,0,0,0,0,0,8867,0,0,0,0,0,0,0
dish_1559841808,0,0,0,0,13677,0,0,0,0,572,0,0,0,0,6615,0,0,0,0,0,0,0
dish_1559841870,0,0,0,0,12456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559841891,0,0,0,0,27025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559841908,0,11321,0,0,26472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559841950,0,12312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559841979,0,12292,0,0,6371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559842047,0,11844,0,0,18046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559842274,0,0,0,0,0,0,0,0,0,19856,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559842326,0,0,0,0,6042,0,0,0,0,20019,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559842374,2,10505,0,0,6127,0,0,0,0,19028,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559842409,0,10534,0,0,14946,0,0,0,0,17972,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559843030,0,0,415,0,12789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559843052,0,0,0,0,19765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559843185,1,11569,0,4,19393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559843222,0,11536,0,0,31139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559843335,0,0,0,0,13792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559843492,0,6298,0,0,13935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559843690,0,6437,399,98,14036,0,0,0,0,0,0,0,0,5870,0,0,0,0,0,0,0,0
dish_1559843715,0,6185,1336,0,25787,0,0,0,0,0,0,0,0,5218,0,0,0,0,0,0,0,0
dish_1559844030,0,0,67,0,14061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559844063,0,0,60,0,26691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559844090,0,0,0,0,32643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559844113,0,0,37,0,32713,0,0,0,0,10756,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559844272,0,0,0,0,0,0,0,0,0,25607,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559844323,0,0,0,0,14039,0,0,0,0,24755,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559844366,0,10712,0,138,13720,0,0,0,0,24867,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559844458,0,0,0,0,13455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559844479,0,0,0,0,19981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559844490,0,0,4,0,32019,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0
dish_1559844506,0,0,46,0,31770,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0
dish_1559844611,0,0,0,0,14115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559844657,0,590,881,9,14766,35,0,0,0,0,0,0,0,16848,0,0,0,0,0,0,0,0
dish_1559844683,40,13802,53,0,15555,0,0,0,0,0,0,0,0,14248,0,0,0,0,0,0,0,0
dish_1559844928,0,0,0,0,0,0,0,0,0,0,0,0,0,21251,0,0,0,0,0,0,0,0
dish_1559844951,0,0,57,0,0,0,0,0,0,12380,0,0,0,20662,0,0,0,0,0,0,0,0
dish_1559845018,0,35,171,60,5071,0,0,0,0,12160,0,0,0,21839,0,0,0,0,0,0,0,0
dish_1559845046,0,11449,70,0,5759,3,0,0,0,11824,0,0,0,20533,0,0,0,0,0,0,0,0
dish_1559845290,0,0,148,0,0,0,0,0,0,0,0,0,0,21659,0,0,0,0,0,0,0,0
dish_1559845370,0,0,551,0,6137,0,0,0,0,0,0,0,0,20353,0,0,0,0,0,0,0,0
dish_1559845399,0,0,4253,0,13440,0,0,0,0,0,0,0,0,16142,0,0,0,0,0,0,0,0
dish_1559845513,0,0,5764,0,26240,6,0,0,0,0,0,0,0,12418,0,0,0,0,0,0,0,0
dish_1559845745,0,0,106,0,12236,0,0,0,0,0,0,0,0,27461,0,0,0,0,0,0,0,0
dish_1559845767,0,0,538,0,18718,0,0,0,0,0,0,0,0,26305,0,0,0,0,0,0,0,0
dish_1559846034,0,10377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559846073,0,10580,0,0,6250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559846099,0,10529,90,0,6021,0,0,0,0,11453,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559846311,0,0,0,0,12265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559846334,0,10370,0,0,12366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559846363,0,10562,0,0,18453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559846450,0,0,0,0,12672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559846504,0,11322,0,0,12391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559846528,0,12807,0,0,11735,519,0,0,0,13500,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559846585,0,0,0,0,12581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559846688,29087,0,733,1777,0,3349,155,0,0,0,0,222,0,0,0,0,0,951,0,0,0,0
dish_1559846825,108,0,0,2,0,2,0,0,0,0,0,0,0,0,28151,0,868,146,0,0,0,0
dish_1559848857,0,0,0,0,6266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559848882,0,0,0,0,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559848929,0,0,0,0,32005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559849020,0,0,0,0,12791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559849053,0,0,44,0,12971,0,0,0,0,16653,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559849097,0,0,0,0,25223,0,0,0,0,15518,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559849412,0,0,0,0,0,0,0,0,0,22107,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559849466,0,0,0,0,11988,0,0,0,0,21635,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559849497,0,0,0,0,25433,32,0,0,0,20819,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559849537,0,0,0,0,31749,0,0,0,0,21475,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559850283,0,0,0,0,0,0,0,0,0,19058,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559850314,0,0,376,0,5188,0,0,0,0,17503,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559850338,0,10317,0,0,5489,0,0,0,0,17271,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559925037,0,0,0,0,0,10434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559925083,0,0,23504,0,0,8957,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0
dish_1559925174,0,0,0,0,31715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559932674,0,0,0,0,11118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559933793,0,27333,0,0,0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1559933818,22478,42932,4,795,0,185,101,0,0,0,0,1,0,0,0,0,258,2,0,0,0,0
dish_1559933834,24347,21268,0,2721,0,9,31326,6492,0,0,0,0,0,0,1,0,0,0,0,0,0,0
dish_1559934477,8187,0,0,77,0,1661,10860,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
dish_1559934645,16058,0,0,0,0,0,8348,1033,0,0,0,166,0,0,1334,0,0,0,0,0,0,0
dish_1559934679,23374,0,796,31,58,173,5248,5393,0,0,0,4741,0,0,0,0,0,0,0,0,0,0
dish_1559934708,11337,0,159,25,0,89,8994,6724,0,0,0,21354,0,0,0,0,3,0,0,0,0,0
dish_1560203400,0,0,0,0,0,7493,0,0,361,0,0,0,0,0,23326,0,0,28,0,0,0,0
dish_1560203424,0,0,0,0,0,14647,0,0,1079,0,0,0,0,0,21493,0,0,84,0,0,0,0
dish_1560270537,0,0,0,0,9982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1560270585,0,0,0,0,24337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1560270630,0,402,11841,0,22666,5481,0,0,0,0,0,0,0,5056,0,0,0,0,0,0,0,0
dish_1560356314,35851,0,4056,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1560356337,28355,0,25540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1560356355,25967,0,26112,0,0,11790,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
dish_1560356523,0,0,0,11,0,48137,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
dish_1560356566,0,485,0,0,0,43277,0,0,28265,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1560356627,0,0,0,0,57,58303,0,0,22894,0,0,0,0,707,0,0,0,5,0,0,0,0
dish_1560357267,0,83,0,0,0,2544,0,0,45259,0,0,0,0,12,0,0,0,159,0,0,0,257
dish_1560357297,0,133,0,0,0,27049,0,0,23968,0,0,0,0,4484,0,0,0,229,0,0,0,25
dish_1560357427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18870,0
dish_1560357792,0,0,0,0,0,0,0,0,0,0,37274,0,0,0,0,0,0,0,0,0,0,0
dish_1560357832,35545,0,1899,2,66,2488,0,0,1,0,857,0,0,0,11504,0,0,1,0,0,0,0
dish_1560360030,0,20,0,0,0,0,0,0,30507,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1560360055,0,9,0,0,0,11800,0,0,29671,0,0,0,0,110,0,0,0,0,0,0,0,0
dish_1560360102,0,741,0,0,13547,9814,0,0,25437,0,0,0,0,1,0,0,0,0,0,0,0,0
dish_1560360112,0,4331,0,25,10145,9746,0,0,25119,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1560360148,33,0,0,0,11984,15422,0,0,22457,0,37,178,0,7,0,0,0,18846,0,3,0,0
dish_1560366389,34457,0,244,215,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1560366410,59259,0,519,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
dish_1560366438,57800,7,401,8713,0,301,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0
dish_1560366460,58115,0,970,3760,0,4817,3527,50,0,848,0,1110,0,18,0,0,0,0,0,0,0,0
dish_1560366963,0,0,0,6348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1560366998,6719,1101,1740,5865,8932,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
dish_1560367085,14290,469,6013,6518,3378,132,131,1141,0,83,0,3880,0,0,0,0,0,0,0,0,0,0
dish_1560367116,11376,916,5415,7271,95,7388,623,189,0,1399,0,4074,0,0,0,0,0,0,0,0,0,0
dish_1560367153,1743,23844,8308,8318,444,3801,739,2185,0,17,0,664,0,0,0,0,0,0,0,0,0,0
dish_1560367193,613,14895,765,31713,645,3023,1043,492,0,43,0,631,0,0,0,0,0,0,0,0,0,0
dish_1560367258,23346,9987,259,31302,409,3010,842,641,0,32,0,2412,0,6,0,0,0,0,0,0,0,0
dish_1560367296,45344,6463,86,17796,168,199,123,7203,0,0,0,1346,0,25,0,0,0,0,0,0,0,0
dish_1560367333,39377,5889,22,16363,696,11329,8338,1732,0,158,0,1523,0,0,0,0,0,0,0,0,0,0
dish_1560367676,181,18478,0,564,0,515,9678,543,0,0,0,2287,0,0,0,0,2,0,0,0,0,0
dish_1560367698,4691,11139,0,209,0,2034,10688,15,0,0,0,36546,0,0,0,0,5,0,0,0,0,0
dish_1560367715,9377,2871,149,565,0,289,21410,321,0,0,0,33437,0,0,0,0,0,0,0,0,0,0
dish_1560367733,4071,10294,672,2040,0,19544,13071,57,0,0,0,30001,0,0,0,0,0,0,0,0,0,0
dish_1560367904,0,330,0,1201,0,1167,7223,3409,0,0,0,0,0,0,313,0,3,0,0,0,0,0
dish_1560367926,1027,10,0,7959,0,947,11095,0,0,0,0,0,0,0,18091,0,58,5904,0,0,0,266
dish_1560367952,88694,0,2958,1759,37,1607,9,0,0,7,0,392,0,156,0,0,0,0,0,0,0,0
dish_1560367980,87110,0,80,1176,0,589,5683,0,0,0,0,65,0,0,2277,0,0,82,0,0,0,20
dish_1560368019,67027,0,0,14266,0,155,11364,8,0,0,0,0,0,0,11831,0,114,7001,0,0,0,1505
dish_1560368110,0,0,943,12059,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1560368138,0,0,428,18709,0,2084,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1560368162,0,0,39,32801,0,136,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1560368395,0,0,0,0,22948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1560368464,170,0,0,253,24073,23266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1560368506,0,0,0,1175,24475,32736,3803,1744,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1560368570,48062,0,0,2849,10932,19872,12025,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1560368691,76813,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
dish_1560368712,78276,0,0,0,0,0,0,0,0,15,0,35,0,0,0,0,0,0,0,0,0,0
dish_1560368738,72180,0,0,6490,0,2358,3526,0,0,5,0,156,0,69,0,0,0,0,0,0,0,0
dish_1560368764,63771,0,131,5631,0,1738,6874,0,0,2086,0,1,0,2,0,0,0,5706,0,0,0,0
dish_1560368815,115595,0,0,11262,307,6225,169,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0
dish_1560368944,4468,0,0,0,0,0,11569,1,0,0,0,7445,0,0,0,0,0,0,0,0,0,0
dish_1560368972,1319,0,0,0,0,1,4226,0,0,0,0,26005,0,0,0,0,0,0,0,0,0,0
dish_1560368990,13998,0,0,0,0,0,7358,0,0,0,0,21394,0,0,0,0,0,0,0,0,0,0
dish_1560369008,27623,0,588,540,0,5,6408,0,0,0,0,19922,0,0,0,0,0,0,0,0,0,0
dish_1560369080,58429,0,0,0,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1560369102,68961,16121,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1560369122,72243,14520,0,1251,2422,14,0,0,0,219,0,0,0,2,0,0,0,0,0,0,0,0
dish_1560369146,73211,9113,0,1209,16,662,11379,0,0,475,0,11288,0,1,0,0,0,0,0,0,0,0
dish_1560369255,2691,0,11,9,0,16041,433,0,0,2862,0,1374,0,0,0,0,0,0,0,0,0,0
dish_1560369273,2454,0,4,438,0,2894,30666,10531,0,2018,0,1925,0,0,0,0,5,0,0,0,0,0
dish_1560369294,3794,30903,0,1036,0,11281,19167,6620,0,166,0,3719,0,0,0,0,0,0,0,0,0,0
dish_1560369313,1681,22712,0,463,0,8973,20263,6386,0,137,0,24069,0,0,0,0,0,0,0,0,0,0
dish_1560369403,1663,21495,597,13,0,1510,15423,8860,0,0,0,36804,0,0,0,0,0,0,0,0,0,0
dish_1560369421,802,22428,1005,1640,0,1601,9753,17109,0,1,0,33847,0,0,0,0,0,0,0,0,0,0
dish_1560370114,9188,6799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1560370137,55133,839,298,104,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
dish_1560370804,0,0,0,0,7671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,0
dish_1560370833,3,0,0,404,3567,98,0,0,0,0,0,0,0,0,0,0,0,867,0,0,0,1421
dish_1560441247,4819,6,0,4,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1560441270,1880,26,3227,618,1032,143,0,0,0,0,0,0,0,3939,0,0,0,0,0,0,0,0
dish_1560441288,518,0,3946,5,2,17092,0,0,0,0,0,0,0,3409,0,0,0,0,0,0,0,0
dish_1560441311,646,0,4008,0,631,16683,0,0,0,16,0,10939,0,1913,0,0,0,0,0,0,0,0
dish_1560441339,0,167,1118,1719,0,17095,0,0,16045,0,0,8250,0,4115,0,0,0,0,0,0,0,0
dish_1560441464,0,0,0,0,11643,4,0,0,0,8,0,0,0,0,0,0,0,6,0,0,0,0
dish_1560441487,0,0,0,2,18646,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0
dish_1560441511,0,0,0,0,25036,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
dish_1560441529,0,0,0,0,29918,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1560442226,0,0,0,0,31461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1560442258,0,0,0,0,30556,27511,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1560442279,0,0,0,0,30718,26723,271,0,0,0,0,13557,0,0,0,0,0,0,0,0,0,0
dish_1560442303,72,0,0,0,30627,30393,0,0,18048,0,0,5898,0,0,0,0,0,0,0,0,0,0
dish_1560442374,0,0,0,0,1429,0,0,0,0,0,0,0,0,0,0,2694,0,0,0,0,1704,12446
dish_1560442450,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,21978,0,0,0,0
dish_1560443437,0,0,0,0,39323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1560443474,0,0,0,0,50862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1560443537,0,0,0,0,60247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1560443565,0,0,0,0,67659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1560443607,0,0,0,0,39898,0,0,0,45219,0,0,0,0,0,31,0,0,0,0,0,0,0
dish_1560444570,0,0,0,0,0,0,0,0,28441,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1560444592,0,0,11497,0,70,79,0,0,24910,0,0,0,0,315,0,0,0,0,0,0,0,0
dish_1560444616,0,0,8666,0,15051,423,0,0,23761,0,0,0,0,272,0,0,0,0,0,0,0,0
dish_1560444637,0,0,8488,0,5301,32054,0,0,12034,0,0,0,0,357,0,0,0,0,0,0,0,0
dish_1560444701,0,0,31,0,26048,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1560444724,0,0,0,0,44555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1560444756,0,0,0,0,55903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1560444785,0,0,0,0,50521,20388,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
dish_1560444815,0,0,0,0,48313,22020,0,0,28947,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1560444869,0,0,0,0,7240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1560444892,0,0,0,0,15204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1560444914,45,0,0,0,31968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1560444931,1,0,0,0,32058,0,0,0,13081,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1560444948,5806,0,6640,133,32028,7,0,0,12572,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1560444967,4212,0,11758,124,31836,50,0,0,12162,0,0,62,0,0,0,0,0,0,0,0,0,0
dish_1560444985,5458,0,11471,225,33974,5,0,2,12648,0,0,2,0,0,0,0,0,0,0,0,0,0
dish_1560445004,4400,0,13375,1088,31500,14309,0,0,10590,0,0,0,0,4,0,0,0,0,0,0,0,0
dish_1560445069,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1584,14145
dish_1560453132,50215,0,277,111,1349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1560453150,64746,0,231,0,1068,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
dish_1560453174,64156,0,466,1198,0,19,10819,30,0,0,0,3,0,0,0,0,0,0,0,0,0,0
dish_1560453275,292,0,0,1079,0,16,9688,6,0,0,0,29,0,0,0,0,0,0,0,0,0,0
dish_1560453294,4194,23,1584,2379,0,9017,12650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1560453328,1648,0,64,2705,0,0,42994,0,0,0,0,0,0,0,0,0,393,0,0,0,0,0
dish_1560453356,1356,127,0,26420,0,0,29633,2705,0,0,0,216,0,0,0,0,477,0,0,0,0,0
dish_1560453380,31586,1953,0,30975,0,0,17540,574,0,38,0,1277,0,0,0,0,0,0,0,0,0,0
dish_1560453412,29213,0,2207,6456,0,308,1887,2073,0,625,0,48560,0,0,0,0,16,0,0,0,0,0
dish_1560454488,39704,0,240,429,0,0,9,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1560454513,49000,0,752,35,587,0,150,37,0,43,0,0,0,0,0,0,0,0,0,0,0,0
dish_1560454539,45270,0,1274,324,126,0,0,0,0,6,0,23312,0,0,0,0,0,0,0,0,0,0
dish_1560454562,54313,69,1067,63,376,43,9485,1287,0,1055,0,27767,0,0,0,0,0,0,0,0,0,0
