dish_id,total_calories,total_mass,total_fat,total_carb,total_protein,ingredients
dish_1561666794,138.097,97.0,5.176,16.727001,6.544,"cheese pizza: 43.0g, caesar salad: 54.0g"
dish_1561665452,624.853943,431.0,20.266373,27.939386,81.354126,"chard: 6.231454g, brown rice: 24.925817g, vinegar: 1.090694g, olive oil: 9.129799g, basil: 0.311573g, salt: 1.382627g, millet: 4.362774g, chive: 0.311573g, carrot: 24.925817g, apple: 5.453468g, chicken: 249.258163g, onions: 2.181387g, corn on the cob: 70.0g, lemon juice: 2.025412g, parsley: 0.584246g, rosemary: 0.311573g, garlic: 1.246291g, mixed greens: 27.26734g"
dish_1566488981,279.328308,486.0,2.897561,22.355442,35.227028,"cantaloupe: 61.0g, sweet potato: 83.902443g, olive oil: 2.097561g, egg whites: 339.0g"
dish_1566317711,123.760002,182.0,2.548,21.84,4.368,oatmeal: 182.0g
dish_1562010048,407.132263,199.0,24.372669,5.682851,38.990711,"jalapenos: 0.241505g, cabbage: 19.320387g, pork: 144.902908g, wheat berry: 19.320387g, pepper: 0.48301g, salt: 0.241505g, carrot: 4.830097g, garlic: 1.932039g, lemon juice: 1.932039g, mayonnaise: 3.864078g, parsley: 0.966019g, olive oil: 0.966019g"
dish_1560368944,143.540421,66.0,8.573035,2.14122,13.56644,"pork: 50.965252g, basil: 0.169884g, lemon juice: 0.339768g, olive oil: 1.359073g, garlic: 0.679537g, shallots: 0.339768g, salt: 0.084942g, broccoli: 1.698842g, cherry tomatoes: 1.698842g, pepper: 0.679537g, vinegar: 0.339768g, parsley: 0.169884g, onions: 0.679537g, brown rice: 6.795367g"
dish_1562789328,656.551575,503.0,27.782553,69.703827,40.745659,"broccoli: 2.548263g, tofu: 68.0g, corn on the cob: 196.0g, vinegar: 0.509652g, lemon juice: 0.509652g, shallots: 0.509652g, salt: 0.127413g, cherry tomatoes: 2.548263g, pork: 76.447876g, brown rice: 10.19305g, onions: 1.019305g, parsley: 0.254826g, basil: 0.254826g, caesar salad: 85.0g, olive oil: 2.03861g, garlic: 1.019305g, pepper: 1.019305g, cheese pizza: 55.0g"
dish_1563393366,89.85463,178.0,7.287953,7.559166,9.442002,"garlic: 0.195364g, arugula: 1.953642g, quinoa: 7.814569g, pepper: 1.562914g, jalapenos: 0.097682g, squash: 39.666668g, lemon juice: 0.781457g, broccoli: 39.666668g, fish: 39.072849g, tomatillo: 3.907285g, olive oil: 1.562914g, zucchini: 39.666668g, onions: 1.562914g, salt: 0.097682g, cilantro: 0.390728g"
dish_1564160161,242.5,97.0,1.455,47.530003,9.797,bagels: 97.0g
dish_1565207896,298.380798,383.0,18.03528,18.665737,24.572189,"apple: 5.714286g, lemon juice: 0.571429g, bulgur: 5.714286g, salt: 0.536461g, cranberries: 1.142857g, olive oil: 5.358637g, brussels sprouts: 78.720787g, mustard greens: 17.142857g, garlic: 0.285714g, arugula: 11.428572g, tofu: 254.0g, pepper: 0.098401g, parsley: 1.142857g, shallots: 1.142857g"
dish_1560976044,124.670006,137.0,0.685,26.167,5.754,wheat berry: 137.0g
dish_1560788338,71.268997,121.0,0.484,4.356,12.1,yogurt: 121.0g
dish_1564518586,361.413239,315.0,17.160767,32.758915,19.963291,"cucumbers: 8.279883g, vinegar: 3.311954g, zucchini: 27.0g, carrot: 45.348122g, spinach (cooked): 1.057692g, mixed greens: 24.839651g, lettuce: 16.559767g, quinoa: 4.230769g, eggplant: 2.115385g, wine: 0.211538g, squash: 29.115385g, mushroom: 2.115385g, broccoli: 27.0g, lime: 0.827988g, lemon juice: 0.052885g, onions: 3.311954g, olive oil: 7.183157g, salt: 0.636934g, cheese pizza: 62.0g, shallots: 0.423077g, garlic: 0.211538g, pepper: 0.23534g, cherry tomatoes: 6.623907g, chicken thighs: 42.307693g"
dish_1561575688,607.892395,362.0,36.413857,31.62764,36.771538,"olive oil: 7.556399g, chard: 8.44009g, vinegar: 1.783599g, millet: 16.086542g, bok choy: 4.021636g, shallots: 8.043271g, salt: 0.467315g, onions: 4.021636g, blueberries: 3.376036g, arugula: 47.264507g, beef: 120.649063g, pepper: 0.052751g, walnuts: 1.688018g, roasted potatoes: 134.0g, spinach (cooked): 4.021636g, mustard: 0.527506g"
dish_1568060697,133.880005,161.0,9.880001,12.233,3.018,"onions: 36.0g, avocado: 64.0g, mixed greens: 61.0g"
dish_1558115364,485.26001,313.0,27.008999,26.504,39.459999,"potatoes: 111.0g, deprecated: 144.0g, almonds: 30.0g, bacon: 28.0g"
dish_1565810146,36.445538,29.0,3.106966,1.861971,0.755749,"lettuce: 3.411765g, carrot: 2.729412g, salt: 0.127941g, pumpkin seeds: 1.364706g, mustard: 0.213235g, olive oil: 2.729412g, vinegar: 1.364706g, arugula: 10.235294g, mixed greens: 6.823529g"
dish_1557853154,18.810001,57.0,0.171,4.56,0.399,strawberries: 57.0g
dish_1563811662,245.733765,254.0,15.434496,12.357816,15.536933,"scrambled eggs: 132.0g, brussels sprouts: 55.104553g, olive oil: 0.551045g, pepper: 0.068881g, salt: 0.275523g, strawberries: 66.0g"
dish_1565727851,406.473999,305.0,21.754999,13.028001,41.220005,"broccoli: 68.0g, parmesan cheese: 22.0g, chicken: 97.0g, olives: 109.0g, mixed greens: 9.0g"
dish_1558720396,95.489998,90.0,2.16,19.799999,2.79,corn on the cob: 90.0g
dish_1563468199,53.5,107.0,0.107,13.91,0.535,pineapple: 107.0g
dish_1560444724,113.280006,343.0,0.513,28.49,1.885,"watermelon: 170.0g, honeydew melons: 173.0g"
dish_1561739623,156.240005,348.0,1.056,33.599998,7.176,"broccoli: 264.0g, sweet potato: 84.0g"
dish_1558463690,432.95401,241.0,32.034,30.032001,15.807,"grapes: 61.0g, cherry tomatoes: 116.0g, almonds: 64.0g"
dish_1563479526,67.844879,51.0,4.713103,5.867841,1.291098,"salt: 0.135279g, apple: 5.41114g, arugula: 5.41114g, lemon juice: 2.164456g, mustard greens: 27.055704g, goat cheese: 1.082228g, olive oil: 4.328912g, figs: 5.41114g"
dish_1564588719,222.278015,81.0,16.299,6.366,11.681,"chilaquiles: 38.0g, sausage: 43.0g"
dish_1563811463,220.585373,376.0,2.699951,22.557051,23.124781,"olive oil: 2.121951g, egg whites: 217.0g, sweet potato: 84.878052g, cantaloupe: 72.0g"
dish_1562183125,88.552399,131.0,6.881025,5.217036,3.754251,"blueberries: 5.624776g, arugula: 13.504145g, mushroom: 75.0g, chard: 2.411454g, vinegar: 1.384187g, pepper: 0.015072g, olive oil: 5.657319g, spinach (raw): 23.30097g, walnuts: 0.482291g, carrot: 1.864078g, salt: 0.206934g, mustard: 0.383726g, parsley: 0.23301g, almonds: 0.932039g"
dish_1560369403,411.967804,405.0,30.986551,28.932995,43.259884,"shallots: 0.314028g, asparagus: 121.0g, fish: 139.334625g, white rice: 45.0g, brown rice: 6.280566g, pork: 47.104248g, cherry tomatoes: 1.570142g, pepper: 0.628057g, vinegar: 0.314028g, country rice: 27.866928g, parsley: 0.157014g, olive oil: 4.042806g, basil: 0.157014g, lemon juice: 0.314028g, salt: 0.426844g, broccoli: 1.570142g, onions: 6.201442g, green onions: 1.393346g, garlic: 1.32473g"
dish_1563464651,312.0,130.0,9.2,46.645,10.868001,"cream cheese: 23.0g, cucumbers: 15.0g, bagels: 92.0g"
dish_1558381860,94.400002,59.0,8.85,5.31,1.18,avocado: 59.0g
dish_1558462106,25.530001,37.0,0.074,6.66,0.259,grapes: 37.0g
dish_1562945879,174.425323,234.0,3.118645,34.353195,5.940001,"succotash: 84.0g, vinaigrette: 1.870968g, cantaloupe: 35.0g, honeydew melons: 35.0g, granola: 4.677419g, blackberries: 1.870968g, mixed greens: 18.709677g, raspberries: 1.870968g, berries: 51.0g"
dish_1566332040,14.95,65.0,0.26,2.34,1.885,spinach (raw): 65.0g
dish_1563222775,190.584213,75.0,8.823172,16.359587,11.272345,"white rice: 2.758621g, garlic: 0.137931g, olive oil: 0.137931g, parsley: 0.068966g, zucchini: 1.37931g, onions: 0.965517g, rosemary: 0.137931g, salt: 0.034483g, pork: 20.689655g, arugula: 0.689655g, pepperoni pizza: 48.0g"
dish_1562184663,600.540405,271.0,50.940563,5.702527,56.024384,"chard: 4.208681g, kale: 5.260851g, lemon juice: 2.10434g, shallots: 2.10434g, bacon: 43.0g, fish: 105.21701g, cherry tomatoes: 4.208681g, garlic: 0.065761g, chive: 0.263043g, salt: 0.263043g, olive oil: 4.208681g, wheat berry: 21.043404g, parsley: 1.05217g, steak: 78.0g"
dish_1563898722,343.350006,303.0,23.472,9.870001,23.232,"broccoli: 93.0g, scrambled eggs: 210.0g"
dish_1568315988,50.370003,69.0,3.312,1.311,5.52,tofu: 69.0g
dish_1558723073,16.200001,90.0,0.18,3.51,0.81,cherry tomatoes: 90.0g
dish_1563309189,37.950001,33.0,3.531,2.079,0.264,olives: 33.0g
dish_1563827086,199.044998,175.0,7.69,23.585001,10.0,"cheese pizza: 55.0g, caesar salad: 120.0g"
dish_1560974009,482.983063,409.0,20.768675,30.18502,45.270073,"olive oil: 4.25787g, chicken thighs: 160.826675g, arugula: 22.84231g, pepper: 0.028553g, lemon juice: 0.6031g, broccoli: 74.0g, tomatoes: 10.956317g, bell peppers: 3.216534g, pecans: 2.741077g, garlic: 0.804133g, orange: 9.136924g, wheat berry: 77.0g, jalapenos: 0.402067g, raisins: 4.568462g, hominy: 10.956317g, chili: 8.845468g, cabbage: 16.082666g, lime: 0.886303g, mustard: 0.228423g, salt: 0.214728g, parsley: 0.402067g"
dish_1565811588,348.484161,263.0,21.454355,7.568845,31.213434,"garlic: 0.926578g, radishes: 10.531646g, jalapenos: 0.298732g, chicken thighs: 119.492722g, olive oil: 10.979744g, mustard: 0.658228g, tomatoes: 8.140442g, chili: 6.572099g, lemon juice: 0.448098g, bell peppers: 2.389854g, spinach (raw): 65.822784g, vinegar: 5.265823g, blueberries: 10.531646g, parsley: 0.298732g, lime: 0.149366g, cabbage: 11.949271g, salt: 0.403797g, hominy: 8.140442g"
dish_1568666184,28.500002,190.0,0.38,5.51,2.66,lettuce: 190.0g
dish_1567628069,107.433014,73.0,7.180391,10.049737,2.344513,"garlic: 0.425656g, arugula: 17.026239g, parsley: 1.702624g, mustard greens: 25.539358g, olive oil: 6.810496g, cranberries: 1.702624g, lemon juice: 0.851312g, salt: 0.212828g, bulgur: 8.51312g, shallots: 1.702624g, apple: 8.51312g"
dish_1563555072,165.76001,112.0,12.32,1.792,11.2,scrambled eggs: 112.0g
dish_1564518512,270.70752,163.0,10.088751,26.596989,17.808199,"eggplant: 2.115385g, mushroom: 2.115385g, spinach (cooked): 1.057692g, cheese pizza: 62.0g, olive oil: 0.55925g, chicken thighs: 42.307693g, squash: 2.115385g, shallots: 0.423077g, quinoa: 4.230769g, garlic: 0.211538g, wine: 0.211538g, carrot: 45.348122g, pepper: 0.028343g, salt: 0.22294g, lemon juice: 0.052885g"
dish_1559751775,309.235992,254.0,13.139999,30.107998,16.768,"berries: 66.0g, eggs: 122.0g, yam: 66.0g"
dish_1564685450,623.007507,288.0,35.372643,38.998962,37.391777,"pepper: 0.183673g, mixed greens: 22.040817g, bell peppers: 1.348138g, steak: 101.110382g, vinegar: 3.612845g, cherry tomatoes: 5.877551g, millet: 13.481384g, salt: 0.535864g, lettuce: 14.693877g, lime: 0.734694g, olive oil: 6.55162g, onions: 6.309122g, cucumbers: 7.346939g, spinach (raw): 3.370346g, pizza: 96.0g, ketchup: 4.802743g"
dish_1561580659,754.353577,480.0,43.801662,16.297264,68.890678,"salt: 0.309259g, olive oil: 1.64938g, cherry tomatoes: 7.978724g, beef: 247.406937g, feta cheese: 3.191489g, cauliflower: 81.0g, spinach (cooked): 8.246898g, olives: 3.191489g, lettuce: 31.914894g, bell peppers: 3.191489g, millet: 32.987591g, cucumbers: 15.957447g, onions: 11.438387g, shallots: 16.493795g, vinegar: 0.412345g, vinaigrette: 6.382978g, bok choy: 8.246898g"
dish_1558109907,43.470001,63.0,0.126,11.34,0.441,grapes: 63.0g
dish_1565023182,638.714844,308.0,47.469677,9.244903,41.584,"granola: 5.16129g, mixed greens: 20.645161g, blackberries: 2.064516g, raspberries: 2.064516g, vinaigrette: 2.064516g, scrambled eggs: 228.0g, bacon: 48.0g"
dish_1563822663,303.099365,317.0,13.86415,24.232965,22.034336,"couscous: 59.0g, cauliflower: 7.990256g, wheat berry: 11.985383g, steak: 59.926918g, squash: 29.333334g, zucchini: 29.333334g, olive oil: 0.099878g, lime: 0.799026g, caesar salad: 88.0g, garlic: 0.799026g, broccoli: 29.333334g, salt: 0.399513g"
dish_1561753649,164.010803,196.0,7.950614,6.39206,15.585461,"brown rice: 11.713911g, squash: 70.036987g, cucumbers: 47.0g, salmon: 58.56955g, pepper: 2.928478g, salt: 0.409063g, thyme: 0.073212g, olive oil: 2.926013g, arugula: 2.342782g"
dish_1566501126,564.917969,369.0,33.761002,17.909,50.878998,"spinach (raw): 25.0g, carrot: 38.0g, parmesan cheese: 34.0g, olives: 97.0g, chicken: 112.0g, avocado: 63.0g"
dish_1566317801,275.399994,420.0,4.0,56.984001,7.258,"raspberries: 156.0g, blackberries: 72.0g, brown sugar: 10.0g, oatmeal: 182.0g"
dish_1562173175,165.366608,163.0,7.169495,13.684191,12.646373,"milk: 75.178337g, chia seeds: 17.613789g, greek yogurt: 70.20787g"
dish_1558027057,80.665001,65.0,0.13,19.110001,1.04,yam: 65.0g
dish_1568400967,36.610001,113.0,0.452,7.196,2.628,"broccoli: 71.0g, mixed greens: 42.0g"
dish_1565726887,174.015305,172.0,11.514614,15.960674,3.668133,"roasted potatoes: 51.0g, arugula: 36.963696g, vinegar: 2.957096g, olive oil: 7.499557g, cranberries: 2.957096g, salt: 0.092409g, onions: 5.914192g, broccoli: 63.414635g, mustard: 0.739274g, celery root: 0.462046g"
dish_1566590536,25.070757,51.0,0.60339,5.030649,0.453124,"carrot: 50.277264g, salt: 0.18854g, pepper: 0.031423g, olive oil: 0.502773g"
dish_1564516397,36.809998,59.0,2.953,2.949,0.504,"olives: 27.0g, cherry tomatoes: 32.0g"
dish_1559841908,175.162018,304.0,0.471,45.571999,2.069,"grapes: 71.0g, broccoli: 32.0g, pears: 201.0g"
dish_1562876756,354.596863,322.0,13.231589,37.242165,28.104403,"salt: 0.067947g, squash: 2.717873g, bok choy: 31.0g, spinach (raw): 1.358937g, parsley: 0.271787g, lemon juice: 0.271787g, thyme: 0.135894g, cheese pizza: 43.0g, caesar salad: 105.0g, chicken: 54.35746g, wheat berry: 5.435746g, green beans: 28.275002g, basil: 0.135894g, rosemary: 0.135894g, zucchini: 2.717873g, olive oil: 1.812149g, garlic: 0.271787g, country rice: 45.0g, pepper: 0.033973g"
dish_1563309398,655.986816,604.0,20.217884,23.338593,93.24395,"salt: 0.357124g, spinach (raw): 7.142475g, lemon juice: 1.428495g, olives: 33.0g, bell peppers: 29.0g, lettuce: 66.0g, garlic: 1.428495g, chicken: 285.699005g, cherry tomatoes: 67.0g, wheat berry: 28.569901g, parsley: 2.85699g, thyme: 0.714248g, olive oil: 5.71398g, shallots: 0.089281g, carrot: 75.0g"
dish_1563217968,252.792709,244.0,12.477004,12.713421,23.076189,"white rice: 10.012772g, lemon juice: 1.115924g, tomatoes: 7.43949g, cucumbers: 7.43949g, onions: 4.992368g, jalapenos: 0.743949g, arugula: 24.821665g, garlic: 0.500639g, salt: 0.218153g, lime: 1.115924g, rosemary: 0.500639g, broccoli: 73.0g, mustard greens: 14.878981g, olive oil: 1.244588g, pork: 75.095787g, parsley: 0.250319g, mangos: 7.43949g, zucchini: 5.006386g, cherry tomatoes: 7.43949g, cilantro: 0.743949g"
dish_1562007866,497.861359,465.0,15.249501,62.604572,28.075634,"caesar salad: 65.0g, quinoa: 198.509048g, jalapenos: 0.083738g, pork: 50.242718g, parsley: 4.305132g, lemon juice: 1.166176g, garlic: 5.632629g, shallots: 0.992545g, carrot: 1.674757g, pepper: 0.196996g, cherry tomatoes: 31.0g, mayonnaise: 1.339806g, arugula: 19.850904g, olive oil: 1.563659g, wheat berry: 6.699029g, thyme: 0.992545g, brussels sprouts: 23.616238g, cabbage: 6.699029g, salt: 2.435046g, couscous: 43.0g"
dish_1560370114,7.956,39.0,0.039,1.521,0.858,asparagus: 39.0g
dish_1568061320,535.839905,491.0,19.667326,48.117958,41.280106,"cherry tomatoes: 2.340862g, white rice: 7.765007g, squash: 139.08754g, pork: 58.237549g, arugula: 1.941252g, rosemary: 0.38825g, thyme: 0.117043g, olive oil: 3.116204g, brussels sprouts: 46.248463g, cheese pizza: 55.0g, salt: 0.908405g, garlic: 0.856423g, pineapple: 91.0g, wheat berry: 4.681725g, onions: 2.717752g, spinach (raw): 1.170431g, parmesan cheese: 1.170431g, zucchini: 3.882503g, parsley: 0.194125g, quinoa: 23.30097g, pepper: 0.057811g, chicken breast: 46.817249g"
dish_1559320019,196.820007,205.0,5.714,30.732002,6.408,"pineapple: 17.0g, sweet potato: 96.0g, bacon: 13.0g, berries: 79.0g"
dish_1560887457,389.264343,246.0,14.28046,48.705952,17.193094,"caesar dressing: 6.386966g, olive oil: 0.735294g, pizza: 122.0g, kale: 38.321793g, salt: 0.735294g, croutons: 0.299389g, parmesan cheese: 3.991853g, eggplant: 73.529411g"
dish_1558724633,32.899998,94.0,0.376,6.58,2.256,broccoli: 94.0g
dish_1564170474,39.480003,168.0,0.616,7.336,2.464,"zucchini: 56.0g, squash: 56.0g, broccoli: 56.0g"
dish_1567625343,65.480003,74.0,4.989,5.547,1.711,"chard: 21.0g, avocado: 32.0g, kale: 21.0g"
dish_1565726848,102.105309,121.0,8.046616,6.780674,2.597133,"celery root: 0.462046g, salt: 0.092409g, broccoli: 63.414635g, mustard: 0.739274g, onions: 5.914192g, olive oil: 7.499557g, cranberries: 2.957096g, vinegar: 2.957096g, arugula: 36.963696g"
dish_1559675268,39.370003,144.0,0.271,8.615,2.315,"cherry tomatoes: 55.0g, carrot: 14.0g, bell peppers: 20.0g, brussels sprouts: 31.0g, cucumbers: 24.0g"
dish_1563984729,495.720032,321.0,33.59,7.544,38.98,"scrambled eggs: 149.0g, chicken apple sausage: 172.0g"
dish_1568405430,119.099396,121.0,9.026379,8.612275,2.186578,"green onions: 0.906024g, rice noodles: 18.120481g, cucumbers: 7.738562g, spinach (raw): 38.692814g, tomatoes: 4.836602g, olive oil: 8.644587g, garlic: 1.065249g, mustard greens: 9.673203g, carrot: 4.53012g, salt: 0.24183g, radishes: 1.812048g, mixed greens: 9.060241g, mustard: 0.48366g, vinegar: 5.681329g, cabbage: 9.060241g, soy sauce: 0.453012g"
dish_1565727821,281.123993,196.0,10.092001,6.161,40.348,"parmesan cheese: 22.0g, chicken: 97.0g, mixed greens: 9.0g, broccoli: 68.0g"
dish_1566933454,121.741409,154.0,8.774585,9.049747,3.66512,"pears: 7.518797g, bok choy: 77.073174g, salt: 0.18797g, arugula: 37.593987g, lemon juice: 3.007519g, parsley: 0.75188g, olive oil: 7.941867g, garlic: 0.37594g, chickpeas: 15.037594g, pepper: 4.511278g"
dish_1559751458,152.643005,123.0,0.246,36.161999,1.968,yam: 123.0g
dish_1558468589,12.1,55.0,0.165,1.815,1.705,mushroom: 55.0g
dish_1558641037,60.839996,117.0,0.234,16.379999,0.351,apple: 117.0g
dish_1565898758,612.990295,612.0,12.797448,21.753021,98.402481,"tuna: 280.0g, olives: 40.0g, green beans: 49.725002g, spinach (raw): 2.901179g, ginger: 0.290118g, brown rice: 11.604714g, shallots: 1.740707g, garlic: 1.740707g, cilantro: 0.580236g, carrot: 75.0g, cherry tomatoes: 62.0g, salmon: 58.023571g, jalapenos: 0.580236g, lemon juice: 0.580236g, olive oil: 1.710177g, onions: 25.160471g, salt: 0.145059g, lime: 0.072529g, chili: 0.145059g"
dish_1562614980,566.146057,485.0,28.809109,21.104092,57.345734,"pineapple: 2.955414g, chicken thighs: 117.299576g, vinegar: 1.764078g, mushroom: 82.0g, onions: 7.092994g, lemon juice: 0.737707g, basil: 0.586498g, olive oil: 1.172996g, jalapenos: 0.295541g, kale: 2.955414g, salt: 0.294395g, radishes: 2.345991g, white rice: 11.821656g, brown rice: 11.729959g, arugula: 2.93249g, parsley: 0.586498g, steak: 88.662422g, thyme: 0.586498g, cilantro: 0.295541g, garlic: 0.884332g, broccoli: 148.0g"
dish_1562702412,183.389359,285.0,8.965265,21.698669,6.422541,"cauliflower: 128.0g, bell peppers: 4.212766g, quinoa: 56.31068g, cucumbers: 21.063829g, onions: 4.212766g, lettuce: 42.127659g, olive oil: 1.68932g, feta cheese: 4.212766g, cherry tomatoes: 10.531915g, vinaigrette: 8.425531g, olives: 4.212766g"
dish_1567542778,260.582001,98.0,9.212,32.830002,10.976001,cheese pizza: 98.0g
dish_1558468435,28.0,80.0,0.32,5.6,1.92,broccoli: 80.0g
dish_1559059954,108.199997,20.0,8.4,0.28,7.4,bacon: 20.0g
dish_1560368138,23.5,123.0,0.28,4.593,1.855,"cherry tomatoes: 89.0g, mushroom: 34.0g"
dish_1559238481,59.689999,127.0,0.127,15.24,1.143,orange: 127.0g
dish_1568665970,202.182007,167.0,7.741,24.117001,9.984,"cheese pizza: 58.0g, caesar salad: 109.0g"
dish_1566931650,610.869019,488.0,33.803001,23.139999,58.401997,"mixed greens: 91.0g, olives: 91.0g, chicken: 136.0g, avocado: 72.0g, broccoli: 71.0g, parmesan cheese: 27.0g"
dish_1561061630,186.683746,150.0,11.299298,17.850639,6.371217,"apple: 11.428572g, caesar dressing: 6.778005g, olive oil: 9.142858g, cranberries: 2.285714g, bulgur: 11.428572g, shallots: 2.285714g, croutons: 0.317719g, arugula: 22.857143g, parmesan cheese: 4.236252g, mustard greens: 34.285713g, parsley: 2.285714g, kale: 40.668022g, lemon juice: 1.142857g, salt: 0.285714g, garlic: 0.571429g"
dish_1563294441,65.199997,162.0,0.241,16.793999,0.889,"pineapple: 83.0g, watermelon: 79.0g"
dish_1563910708,786.212585,555.0,36.178989,26.49613,83.004326,"blueberries: 5.468355g, vinegar: 2.734177g, lemon juice: 3.242067g, mustard: 0.341772g, olive oil: 9.249906g, green beans: 52.650002g, lime: 0.405258g, salt: 0.981403g, garlic: 9.897087g, shallots: 9.726201g, radishes: 5.468355g, salmon: 324.206696g, spinach (raw): 50.38755g, ginger: 1.621034g, onions: 6.484134g, brown rice: 64.841339g, jalapenos: 3.242067g, chili: 0.810517g, cilantro: 3.242067g"
dish_1558547205,291.174988,186.0,12.676999,37.510998,9.297001,"potatoes: 96.0g, almonds: 25.0g, spinach (raw): 11.0g, white rice: 54.0g"
dish_1565897569,324.913513,150.0,21.174665,5.554203,28.6933,"wheat berry: 21.924482g, cauliflower: 14.616322g, garlic: 1.461632g, olive oil: 0.182704g, salt: 0.730816g, steak: 109.622414g, lime: 1.461632g"
dish_1559841891,163.962006,272.0,0.343,43.332001,1.301,"grapes: 71.0g, pears: 201.0g"
dish_1558641442,103.386002,211.0,1.751,21.809999,3.946,"cauliflower: 97.0g, cantaloupe: 58.0g, corn on the cob: 56.0g"
dish_1558031566,140.660004,26.0,10.92,0.364,9.62,bacon: 26.0g
dish_1565034330,614.015503,483.0,31.386456,39.217323,42.396172,"soy sauce: 0.908858g, garlic: 0.908858g, white rice: 18.177151g, chili: 0.908858g, orange juice: 0.908858g, olive oil: 1.363286g, onions: 1.817715g, green onions: 0.908858g, kale: 4.544288g, salt: 0.227214g, cauliflower: 175.0g, vinegar: 0.908858g, broccoli: 9.088575g, beef: 136.328629g, roasted potatoes: 131.0g"
dish_1563306039,493.637207,326.0,26.277563,18.84376,44.06319,"chicken: 60.732426g, orange juice: 0.518614g, green onions: 0.518614g, white rice: 10.372272g, mushroom: 30.0g, shallots: 0.018979g, lemon juice: 0.303662g, garlic: 0.822276g, cranberries: 3.184834g, caesar dressing: 1.824847g, olive oil: 8.362238g, thyme: 0.151831g, salt: 0.305095g, parsley: 0.607324g, roasted potatoes: 47.0g, croutons: 0.08554g, apple: 3.184834g, wheat berry: 6.073242g, spinach (raw): 41.328735g, parmesan cheese: 1.14053g, vinegar: 3.703448g, kale: 13.542151g, mustard: 0.796209g, onions: 7.406896g, beef: 77.792046g, broccoli: 5.186136g, soy sauce: 0.518614g, chili: 0.518614g"
dish_1562614121,123.492508,155.0,9.446692,8.716035,3.395248,"broccoli: 67.0g, salt: 0.139021g, olive oil: 8.897314g, mustard: 1.112164g, onions: 8.897314g, cranberries: 4.448657g, vinegar: 4.448657g, spinach (raw): 55.608215g, apple: 4.448657g"
dish_1564171888,345.125885,194.0,17.510075,7.637636,36.027115,"brown rice: 29.134598g, arugula: 5.82692g, salt: 0.364182g, pepper: 7.283649g, thyme: 0.182091g, salmon: 145.672989g, olive oil: 5.535573g"
dish_1562949541,494.225647,374.0,33.717587,16.525366,31.732658,"turkey bacon: 40.0g, bok choy: 70.243904g, olive oil: 1.756098g, scrambled eggs: 185.0g, berries: 77.0g"
dish_1558114875,74.360001,143.0,0.286,0.429,20.02,deprecated: 143.0g
dish_1561666640,48.800003,90.0,0.18,12.400001,0.668,"cantaloupe: 38.0g, grapes: 52.0g"
dish_1560539368,238.814514,314.0,20.835882,17.820642,23.615503,"quinoa: 20.927153g, cilantro: 1.046358g, salt: 0.579519g, garlic: 0.523179g, lemon juice: 2.092715g, onions: 4.185431g, arugula: 5.231788g, jalapenos: 0.261589g, olive oil: 5.033243g, carrot: 84.781265g, caesar salad: 70.0g, fish: 104.635757g, pepper: 4.238419g, tomatillo: 10.463576g"
dish_1561665706,386.348969,228.0,8.67,61.510002,18.429001,"chickpeas: 139.0g, corn on the cob: 49.0g, pizza: 40.0g"
dish_1562010369,141.166443,69.0,8.450825,1.970436,13.519394,"carrot: 1.674757g, pepper: 0.167476g, olive oil: 0.334951g, wheat berry: 6.699029g, pork: 50.242718g, jalapenos: 0.083738g, mayonnaise: 1.339806g, lemon juice: 0.669903g, cabbage: 6.699029g, parsley: 0.334951g, salt: 0.083738g, garlic: 0.669903g"
dish_1558636028,199.347992,262.0,5.379,38.542999,4.341,"grapes: 136.0g, corn on the cob: 19.0g, cantaloupe: 98.0g, almonds: 9.0g"
dish_1564685229,591.435242,347.0,41.458504,14.729663,41.9048,"green beans: 48.75g, cherry tomatoes: 9.329447g, steak: 154.40889g, bell peppers: 2.058785g, lime: 1.166181g, olive oil: 11.608839g, ketchup: 7.334422g, vinegar: 5.694116g, spinach (raw): 5.146963g, pepper: 0.291545g, millet: 20.587851g, mixed greens: 34.985424g, onions: 9.811686g, salt: 0.840439g, lettuce: 23.323614g, cucumbers: 11.661807g"
dish_1558631904,80.079994,154.0,0.308,21.559999,0.462,apple: 154.0g
dish_1561049373,290.75,146.0,21.950001,2.298,19.73,"scrambled eggs: 127.0g, bacon: 19.0g"
dish_1564601638,712.456421,541.0,46.945045,42.989044,51.12669,"olive oil: 4.261724g, kale: 3.75274g, cherry tomatoes: 3.002192g, chard: 3.002192g, turnips: 73.0g, salt: 1.384864g, chive: 0.187637g, thyme: 0.28373g, shallots: 1.501096g, garlic: 0.61437g, buttermilk: 18.158731g, chicken: 90.793655g, pepper: 0.157442g, flour: 9.079366g, roasted potatoes: 90.0g, fish: 75.054802g, brussels sprouts: 125.953262g, vegetable oil: 22.698414g, parsley: 1.034278g, lemon juice: 2.068556g, wheat berry: 15.010961g"
dish_1562603536,75.739998,14.0,5.88,0.196,5.18,bacon: 14.0g
dish_1561578156,31.990978,97.0,1.141176,5.610784,0.95098,"eggplant: 95.098038g, olive oil: 0.95098g, salt: 0.95098g"
dish_1565195398,135.37854,126.0,4.812195,18.777807,4.224878,"chicken apple sausage: 23.0g, olive oil: 2.512195g, sweet potato: 100.487808g"
dish_1558638216,55.899998,43.0,0.129,12.04,1.161,white rice: 43.0g
