dish_id,background,vegetables | leafy_greens,vegetables | stem_vegetables,vegetables | non-starchy_roots,vegetables | other,fruits,protein | meat,protein | poultry,protein | seafood,protein | eggs,protein | beans/nuts,starches/grains | baked_goods,starches/grains | rice/grains/cereals,starches/grains | noodles/pasta,starches/grains | starchy_vegetables,starches/grains | other,soups/stews,herbs/spices,dairy,snacks,sweets/desserts,beverages,fats/oils/sauces,food_containers,dining_tools,other_food
dish_1560526514,100308,45478,0,1015,197,13708,0,0,0,0,0,0,0,0,15419,0,0,0,0,0,0,0,0,87044,0,0
dish_1560526530,100225,45185,0,2114,4,13619,790,0,0,0,0,0,0,0,16393,0,0,0,0,0,0,0,0,84839,0,0
dish_1560526552,100051,40375,305,158,286,16123,53,0,0,13331,0,0,0,0,15766,0,0,0,0,0,0,0,0,76721,0,0
dish_1560527070,92174,0,0,603,0,0,0,0,0,0,0,0,0,0,13056,0,0,0,0,0,0,0,0,157336,0,0
dish_1560527105,93583,39781,0,10025,1211,0,60,0,0,0,0,0,0,0,7571,0,0,0,0,0,0,0,0,110938,0,0
dish_1560527140,92806,37724,559,8586,8506,0,19172,0,0,0,0,0,0,0,2443,0,0,0,0,0,0,0,0,93373,0,0
dish_1560527168,92671,31965,915,8252,2072,15366,21213,0,0,0,0,0,0,0,8280,0,0,0,0,0,0,0,0,82435,0,0
dish_1560527191,92599,25225,627,11699,1596,13109,29655,0,0,0,0,0,0,0,10039,0,0,0,0,0,0,0,0,78620,0,0
dish_1560527225,91096,17723,1258,4158,3415,476,46507,0,0,29910,0,0,0,0,9219,0,0,0,0,0,0,0,0,59407,0,0
dish_1560527745,215561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25403,0,0,0,0,22204,1,0
dish_1560527950,95190,0,0,0,0,16553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151426,0,0
dish_1560529804,165527,0,0,31,0,7915,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89052,0,0
dish_1560529825,165102,0,0,0,0,22383,805,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,74878,0,0
dish_1560529844,165474,0,0,397,0,17874,6550,0,0,0,0,0,0,0,7669,0,0,0,0,0,0,0,0,65205,0,0
dish_1560539314,99783,3017,0,0,0,0,0,10610,464,0,60,0,12526,0,0,0,0,169,0,0,0,0,0,136540,0,0
dish_1560539340,99997,50058,728,58,0,0,0,4089,1994,0,0,0,3300,0,108,0,0,0,17,0,0,0,0,102820,0,0
dish_1560539368,100017,53024,0,19051,0,4881,6,755,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85434,0,0
dish_1560539396,99990,42941,1350,24357,17,49,0,2154,0,1,0,0,2421,0,19330,0,0,0,0,0,0,0,0,70559,0,0
dish_1560541680,100258,58166,0,9,0,0,0,203,0,0,500,0,54,0,0,0,0,0,0,0,0,0,0,103958,21,0
dish_1560541706,100179,74895,1281,0,0,0,0,753,80,0,490,0,488,0,0,0,0,0,0,0,0,0,1,85002,0,0
dish_1560541760,100073,65653,934,0,0,0,0,31473,1,0,1,0,108,0,0,0,0,0,0,0,0,0,0,64926,0,0
dish_1560541793,99671,60655,89,17213,26,0,59,22833,0,0,56,0,5306,0,0,0,0,0,0,0,0,0,0,57261,0,0
dish_1560543465,97282,26355,0,0,0,0,49,3436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136047,0,0
dish_1560543505,98525,24974,40,273,8279,0,142,3394,0,0,14,0,2,57,0,0,0,0,0,0,0,0,78,127391,0,0
dish_1560543525,97789,24002,57,18,14578,6,73,4741,0,0,10,0,0,0,0,0,0,0,0,0,0,0,632,121263,0,0
dish_1560543557,97583,24361,0,15,14738,0,2515,3084,0,0,29,0,16644,0,0,0,0,0,3,0,0,0,522,103675,0,0
dish_1560543583,97307,29089,1,0,14012,0,685,6613,170,0,0,0,30808,0,0,0,0,0,15,0,0,0,124,84345,0,0
dish_1560543605,96602,26738,2889,0,16695,0,70,33123,0,0,0,0,19208,0,0,0,0,1,3,0,0,0,7,67804,29,0
dish_1560543625,96450,25242,3625,0,22878,0,0,33457,0,0,0,0,18784,0,0,0,0,0,0,0,0,0,4,62729,0,0
dish_1560543682,95974,0,0,40,0,0,0,0,0,0,0,0,0,0,21340,0,0,0,0,0,0,0,0,145815,0,0
dish_1560543704,95559,108,18434,354,38,0,0,0,0,0,0,0,0,0,18701,0,0,0,0,0,0,0,0,129975,0,0
dish_1560543729,95391,96,21303,0,10178,0,1504,4598,0,0,0,0,0,0,3821,0,0,0,0,0,0,0,0,126278,0,0
dish_1560543755,95393,15640,29121,79,8916,0,1965,6695,0,0,1,0,9,3,18,0,0,0,0,0,0,0,0,105329,0,0
dish_1560787696,106709,0,0,0,0,0,10770,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145552,0,0
dish_1560787754,105960,0,27,0,0,12952,10867,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,133331,0,0
dish_1560787781,106174,0,12,8982,0,12929,9472,0,0,0,0,0,0,0,507,0,0,0,0,0,0,0,0,125093,0,0
dish_1560787817,106976,0,0,816,0,13056,10365,84,0,0,13,2791,0,0,7555,0,0,0,20127,0,0,0,0,101386,0,0
dish_1560788338,216045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17790,0,0,0,1313,28021,0,0
dish_1560788349,216035,0,0,0,0,9095,0,0,0,0,0,0,0,0,0,0,0,0,3450,0,0,0,0,34589,0,0
dish_1560788384,216104,0,0,0,0,19650,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,27253,0,0
dish_1560798656,94507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32801,0,0,35,0,0,0,0,135826,0,0
dish_1560798707,92091,1217,8653,0,0,0,0,0,0,0,0,0,0,0,0,18749,0,2,15582,0,0,0,0,126875,0,0
dish_1560798744,92067,4630,4659,113,0,0,0,2152,0,0,867,0,67,0,6066,31069,0,502,6947,0,0,0,0,114030,0,0
dish_1560798785,93596,1525,25932,447,0,0,412,743,0,60,51,0,135,0,10907,19517,0,699,13436,0,0,0,0,95709,0,0
dish_1560798815,92258,27604,8179,200,45,0,11,2310,0,1131,241,0,104,27,8504,15004,0,751,18441,0,0,0,0,88359,0,0
dish_1560798854,92773,58250,3314,529,0,0,11,1700,0,2617,329,0,36,346,10083,14911,0,0,12822,0,0,0,0,65448,0,0
dish_1560798928,92364,78791,0,12,6,0,0,1871,485,0,0,0,0,0,2102,33913,0,0,1349,65,0,0,0,52211,0,0
dish_1560798960,93260,79799,225,0,4754,0,0,948,427,0,2,0,1,0,8531,21864,0,0,6787,0,0,0,0,46571,0,0
dish_1560799113,99886,0,0,0,0,0,532,0,0,0,0,0,0,0,0,11376,0,0,143,0,0,0,0,151232,0,0
dish_1560799277,100247,0,11207,0,0,0,199,417,0,0,0,0,0,0,0,11477,0,0,0,0,0,0,0,139622,0,0
dish_1560799368,167562,0,0,0,0,0,7531,5713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82363,0,0
dish_1560799407,167210,25764,0,3832,1685,0,2118,170,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,62251,0,0
dish_1560799558,91047,77,0,0,0,0,0,0,0,0,0,0,0,0,0,31218,0,114,0,0,0,0,0,140713,0,0
dish_1560799590,90682,45019,0,111,2937,97,0,0,0,0,0,0,0,0,0,26268,0,13,0,0,0,0,0,98042,0,0
dish_1560799615,89950,42889,0,314,25107,113,0,0,0,0,0,0,0,0,3073,26989,0,31,0,0,0,0,0,74703,0,0
dish_1560799647,89740,65985,6,185,13725,3546,9142,13644,0,0,204,0,461,0,14706,6458,0,0,0,0,0,0,0,45367,0,0
dish_1560800836,95127,0,0,0,0,0,2738,0,0,0,0,0,0,0,0,44357,0,0,585,0,0,0,0,120362,0,0
dish_1560800918,98633,45902,0,702,77,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,117407,88,0
dish_1560800951,98417,44855,9708,87,562,553,0,0,0,7801,0,0,738,0,1301,0,0,0,0,0,0,0,0,99113,34,0
dish_1560800988,98111,38958,12774,11,1157,2,0,0,303,472,0,0,22216,0,0,0,0,0,0,0,0,0,0,89040,125,0
dish_1560801020,98885,39172,9321,0,317,0,14,1306,3714,3757,10,0,22232,0,0,0,0,0,0,0,0,0,0,84436,5,0
dish_1560801041,97885,34712,9824,1,904,0,7353,4312,490,431,0,0,26035,0,0,0,0,0,0,0,0,0,0,81027,195,0
dish_1560801773,91646,0,12933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158590,0,0
dish_1560801797,92791,0,15736,0,5950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148692,0,0
dish_1560801829,91793,0,12420,0,5146,0,3634,346,0,0,0,0,0,0,618,15713,0,0,586,0,0,0,1,132912,0,0
dish_1560801859,92186,1768,10591,0,3939,0,19677,3396,0,0,0,0,0,0,1390,9005,0,1596,1124,0,0,0,0,118497,0,0
dish_1560801883,92740,3579,2439,0,4942,0,9395,22641,0,0,0,0,0,0,289,16425,0,96,537,0,0,0,52,110034,0,0
dish_1560802006,98153,35805,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,128830,0,0
dish_1560802048,97926,34096,0,0,9087,463,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,121205,0,0
dish_1560802092,98029,38141,0,27,9215,0,3,9652,0,0,0,0,34,0,0,0,0,0,79,0,0,0,0,107989,0,0
dish_1560802149,97497,43893,0,0,20502,14,11227,10226,8,0,0,0,1,0,0,0,0,0,151,0,0,0,0,79650,0,0
dish_1560802562,165876,15108,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,470,0,0,0,0,0,81708,0,0
dish_1560802730,164628,30903,0,0,0,0,0,8851,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,58774,0,0
dish_1560802764,165238,27466,0,0,3550,1893,2,8351,65,0,0,472,2,0,1,0,0,0,0,0,0,0,0,56129,0,0
dish_1560802853,164904,28266,0,0,1663,1931,15,7827,507,441,0,1132,2654,0,342,0,0,0,37,0,0,0,0,53450,0,0
dish_1560874548,97188,0,0,0,0,18460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147521,0,0
dish_1560874667,97310,0,0,0,0,17872,10703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137284,0,0
dish_1560874726,97460,0,0,15176,0,19320,11344,0,0,0,0,0,0,0,2010,0,0,0,0,0,0,0,0,117859,0,0
dish_1560874751,97446,0,0,12866,0,18858,13835,12,0,0,55,82,0,0,1958,0,0,0,18551,0,0,0,1354,98152,0,0
dish_1560887408,101289,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19965,0,247,2,0,0,0,0,141664,0,0
dish_1560887435,101768,22678,0,0,472,0,0,0,0,0,0,0,0,0,29,21402,0,1153,0,0,0,0,0,115667,0,0
dish_1560887457,102258,18314,0,0,21744,0,7,0,0,0,0,0,0,0,0,18805,0,296,17,0,0,0,0,101728,0,0
dish_1560887480,101204,9594,6447,0,23985,0,13101,1421,0,0,1,0,0,0,0,12512,0,354,1062,0,0,0,0,93488,0,0
dish_1560888817,166762,0,0,1509,82,0,346,0,0,0,0,0,0,0,4787,0,0,0,0,0,0,0,0,89603,80,0
dish_1560888849,166798,0,0,53,128,0,643,11386,0,0,0,0,286,0,6465,0,0,0,0,0,0,0,0,77405,5,0
dish_1560888893,166774,0,0,55,145,0,445,8772,13,0,0,0,15076,0,5844,0,0,0,0,0,0,0,0,66045,0,0
dish_1560888930,166906,13354,75,152,144,0,1042,8906,0,0,7,0,12502,0,5386,0,0,0,0,0,0,0,0,54695,0,0
dish_1560889008,101699,385,0,23744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137341,0,0
dish_1560889032,101505,3237,0,22826,0,3,0,13022,0,0,22,0,3233,0,0,0,0,0,0,0,0,0,0,119321,0,0
dish_1560889061,101925,52689,0,15251,0,58,0,10674,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,82411,0,0
dish_1560961012,100323,0,0,0,0,0,5,2,0,0,0,983,0,0,0,0,0,0,21394,0,27,0,1379,139056,0,0
dish_1560961059,99537,0,0,61,0,0,339,0,0,0,0,147,0,0,18456,0,0,0,20272,0,0,0,864,123493,0,0
dish_1560961107,99646,0,0,314,0,28450,1558,14,0,0,0,876,0,0,17454,0,0,0,18284,0,0,0,157,96416,0,0
dish_1560961179,165963,0,0,0,0,0,0,0,0,24692,0,0,0,0,0,0,0,0,0,0,0,0,0,72514,0,0
dish_1560961202,166149,184,16432,0,0,0,1,0,0,13871,0,0,19,0,0,0,0,0,0,0,0,0,0,66513,0,0
dish_1560961261,166094,38,17393,0,0,14771,348,0,0,10348,0,0,1116,0,7,0,0,0,0,0,0,0,0,53054,0,0
dish_1560961385,166451,16,17643,840,0,10824,993,0,0,7953,0,0,0,0,15225,0,0,0,0,0,0,0,0,43224,0,0
dish_1560973936,97285,48111,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117505,0,0
dish_1560973958,96850,56208,0,0,0,0,0,0,829,0,108,0,9483,0,0,0,0,0,0,0,0,0,0,99691,0,0
dish_1560973984,96866,59900,11918,0,13,0,12,0,2115,0,0,0,6750,0,0,0,0,0,0,0,0,0,0,85595,0,0
dish_1560974009,95812,60374,4609,161,3252,10,616,19435,8191,0,146,0,4373,7,7,0,0,0,10,0,0,0,0,66166,0,0
dish_1560974707,97573,34726,0,0,657,0,4,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130023,0,0
dish_1560974769,97348,33237,413,14,734,0,26,571,0,1824,0,0,8649,0,193,0,0,0,0,0,0,0,0,120160,0,0
dish_1560975346,228221,0,0,3123,862,0,2308,2736,0,0,0,0,0,1,1061,7239,0,0,106,0,0,0,593,16912,7,0
dish_1560975491,100021,36151,0,0,0,0,0,12,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126246,0,0
dish_1560975517,99043,34734,6497,0,0,0,0,19,1780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121096,0,0
dish_1560975572,99133,38710,5959,0,2905,0,2277,2194,1021,0,0,0,761,0,0,0,0,0,0,0,0,0,5070,105139,0,0
dish_1560975601,99225,39147,6633,303,2278,0,4718,20839,86,0,0,0,789,0,0,107,0,0,0,0,0,0,3750,85294,0,0
dish_1560975628,98765,39890,6971,137,2451,82,1476,12949,433,0,0,0,2078,0,0,18571,0,0,594,0,0,0,4546,74226,0,0
dish_1560976044,101718,3053,0,0,6951,0,1342,0,0,0,3,0,19389,0,0,0,0,0,0,0,0,0,0,130713,0,0
dish_1561049320,168707,0,0,7,3,0,18327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76125,0,0
dish_1561049373,168828,0,0,0,0,0,15531,0,0,24977,0,0,0,0,0,0,0,0,0,0,0,0,0,53833,0,0
dish_1561049409,168739,0,0,0,0,4696,24313,0,0,20994,0,0,0,0,0,0,0,0,0,0,0,0,0,44427,0,0
dish_1561049435,169832,0,0,0,0,23692,14317,0,0,21289,0,0,0,0,0,0,0,0,0,0,0,0,0,34039,0,0
dish_1561060448,96928,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10707,0,0,2420,0,0,0,0,153104,0,0
dish_1561060477,96971,0,0,0,0,13515,2,0,0,0,0,0,0,0,0,11568,0,0,1428,0,0,0,9,139676,0,0
dish_1561060503,98207,13745,0,0,0,13899,0,0,0,0,0,0,0,0,0,12485,0,0,875,0,0,0,0,123958,0,0
dish_1561060531,97338,13756,8889,0,0,13010,0,0,0,0,0,0,0,0,0,11546,0,0,1588,0,0,0,0,117042,0,0
dish_1561060558,97753,15404,7885,2,3792,13234,0,5136,0,0,229,0,0,0,3,13203,0,0,263,0,0,0,0,106265,0,0
dish_1561060613,95853,16255,8025,10,1715,13338,0,14379,5058,0,0,0,0,0,16,12280,0,0,762,0,0,0,0,95470,8,0
dish_1561060642,96641,16904,7430,749,4351,13495,2536,22133,3149,0,659,0,1,0,478,11072,0,0,1157,0,0,0,0,82413,1,0
dish_1561060703,97032,45076,4547,0,4642,11992,2049,16194,963,0,434,0,0,1800,60,13840,0,0,644,0,0,0,0,63896,0,0
dish_1561060787,90224,0,19073,0,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153375,0,0
dish_1561060925,91515,12694,20265,1,4804,0,0,974,0,0,13,0,1552,0,0,0,0,0,0,0,0,0,0,131351,0,0
dish_1561060976,91022,15460,20536,8,4082,0,331,3495,31,0,225,0,16793,0,0,0,0,0,0,0,0,0,0,111186,0,0
dish_1561061123,91788,67983,14885,0,2645,21,0,5553,0,0,429,0,11030,0,0,0,0,0,0,0,0,0,0,68835,0,0
dish_1561061593,92474,36952,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,29,0,0,0,0,133550,0,0
dish_1561061630,92590,79280,0,0,6,1722,0,0,0,0,11,0,0,0,0,0,0,0,21,0,0,0,0,89539,0,0
dish_1561061658,91307,68849,21501,0,0,1856,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,79514,0,0
dish_1561061687,92608,71859,13305,0,1566,187,0,25428,0,0,0,0,224,0,0,0,0,0,4,0,0,0,0,57988,0,0
dish_1561062171,96596,2570,47,82,1906,0,7957,35,0,0,0,0,0,4922,0,0,0,0,0,0,0,0,0,149054,0,0
dish_1561062237,96160,1892,0,0,144,0,372,0,8247,0,0,0,0,14361,0,0,0,183,0,0,0,0,0,141810,0,0
dish_1561062286,95917,2108,48,0,2034,0,2043,33,7358,0,0,0,16601,10463,0,0,0,0,0,0,0,0,0,126564,0,0
dish_1561062320,96071,29662,0,0,5867,0,3524,789,4849,0,3,0,17437,7561,0,0,0,7,0,0,0,0,0,97353,46,0
dish_1561062555,103740,36322,0,0,367,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122703,0,0
dish_1561062586,103647,35268,0,0,434,0,0,0,0,0,0,0,15589,0,0,0,0,0,0,0,0,0,0,108231,0,0
dish_1561134102,165438,0,0,0,0,18050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79681,0,0
dish_1561134128,165404,0,0,0,0,29712,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67395,0,0
dish_1561134156,165591,0,0,203,69,21156,9652,0,0,0,0,0,0,0,13922,0,0,0,0,0,0,0,0,52576,0,0
dish_1561145732,166491,0,0,0,0,7274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89404,0,0
dish_1561146758,167089,0,0,0,0,0,0,0,0,0,0,23044,0,0,0,0,0,0,52,0,0,0,0,72984,0,0
dish_1561146781,167599,0,0,0,0,11352,0,0,0,0,0,22737,0,0,0,0,0,0,0,0,0,0,0,61481,0,0
dish_1561147944,102606,35024,0,34,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125497,0,0
dish_1561147967,103172,33999,0,0,0,0,0,0,0,0,0,0,0,0,0,9366,0,0,5906,0,0,0,0,110726,0,0
dish_1561147997,103224,41091,0,0,6440,0,0,0,0,0,0,0,0,0,0,9615,0,0,5741,0,0,0,0,97058,0,0
dish_1561148021,102688,40431,0,0,7613,0,0,11350,7,0,170,0,1687,0,0,8637,0,0,6730,0,0,0,0,83856,0,0
dish_1561148042,102497,54108,0,0,6214,0,0,10445,0,0,261,0,2390,0,0,9124,0,0,6539,0,0,0,0,71591,0,0
dish_1561148303,166010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13987,0,0,1,0,0,0,0,83171,0,0
dish_1561148336,162751,19446,0,45,794,0,0,0,0,0,0,0,0,0,0,14038,0,276,457,0,0,0,0,65362,0,0
dish_1561148481,162036,19783,0,71,665,0,0,8318,5411,0,0,0,2236,0,0,13626,0,0,119,0,0,0,0,50904,0,0
dish_1561392386,165942,0,0,0,29,0,12121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85077,0,0
dish_1561392410,165886,26,12058,11,704,8,11115,63,0,0,3,0,47,0,0,0,0,0,0,0,0,0,0,73248,0,0
dish_1561392430,166022,2,11523,0,336,8761,12179,0,0,0,0,0,0,0,856,0,0,0,16,0,0,0,78,63396,0,0
dish_1561392459,165290,15,10533,0,2,6367,11023,0,0,23436,0,0,0,0,1,0,0,0,0,0,0,0,0,46502,0,0
dish_1561392512,100997,0,0,0,0,17535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144637,0,0
dish_1561392543,101632,19559,0,187,0,17544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124247,0,0
dish_1561392570,100803,14438,19141,21,0,18579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110187,0,0
dish_1561392593,100354,7484,21993,116,19,18210,27,0,0,27715,0,0,0,0,0,0,0,2,0,0,0,0,0,87247,2,0
dish_1561392632,100471,6123,21296,0,0,18408,20425,0,0,24045,0,0,0,0,3,0,0,6,0,0,0,0,2,72365,25,0
dish_1561392710,165757,0,0,0,0,19269,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78137,3,0
dish_1561392734,164806,0,0,1,0,35237,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62577,528,0
dish_1561393550,216502,0,0,2,0,0,0,0,0,0,0,0,16273,0,0,0,0,0,0,0,0,0,0,29728,664,0
dish_1561393619,216753,0,0,0,0,22614,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,23244,457,0
dish_1561393649,216729,0,0,0,0,27158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18861,421,0
dish_1561393715,95891,0,20318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146960,0,0
dish_1561393741,94531,37,19178,0,0,37,0,0,0,24355,0,0,0,0,0,54,0,0,0,0,0,0,0,124977,0,0
dish_1561393764,96004,39,19470,0,0,0,21556,11,0,13716,0,0,20,0,0,26,0,0,0,0,0,0,0,112327,0,0
dish_1561404438,94434,12699,0,293,36,0,25733,0,0,0,0,0,0,0,1191,0,0,7,0,0,0,0,0,128776,0,0
dish_1561404458,94066,10035,638,24948,379,0,20815,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,112141,0,0
dish_1561404485,98044,43089,0,18190,4534,0,16273,0,0,0,0,0,0,0,1214,0,0,0,0,0,0,0,0,81825,0,0
dish_1561404505,97526,25480,39128,7174,2891,25,20374,0,0,0,0,0,0,0,701,0,0,0,0,0,0,0,0,69870,0,0
dish_1561404924,100805,27033,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,243,0,0,0,0,135087,0,0
dish_1561404956,101051,26882,0,0,0,0,0,10570,0,0,0,0,70,0,0,0,0,0,24,0,0,0,0,124572,0,0
dish_1561405008,100646,51429,0,23,0,0,1,10266,0,0,0,0,90,0,0,0,0,0,23,0,0,0,0,100691,0,0
dish_1561405034,100871,50697,0,0,5800,0,1697,8459,0,0,56,0,158,0,0,0,0,0,402,0,0,0,0,95029,0,0
dish_1561405332,93388,0,17643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152138,0,0
dish_1561405356,94222,4397,14124,0,0,0,0,16549,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,133868,0,0
dish_1561405389,93254,35546,8522,291,232,0,0,15683,0,0,145,0,256,0,0,0,0,10,0,0,0,0,0,109230,0,0
dish_1561405411,94342,35080,329,91,147,0,0,4,0,0,390,0,33319,0,0,0,0,3,0,0,0,0,0,99464,0,0
dish_1561405836,92913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9784,0,0,3606,0,0,0,0,156866,0,0
dish_1561405864,93175,265,0,0,0,0,35,15274,0,0,0,0,3,0,0,8198,0,0,5027,0,0,0,0,141192,0,0
dish_1561405887,93415,1419,0,9835,118,0,0,13604,0,0,0,0,1916,0,0,9423,0,0,3900,0,0,0,0,129539,0,0
dish_1561405912,92987,24845,0,9638,166,0,1,12085,0,0,0,0,3172,0,0,10577,0,0,2921,0,0,0,0,106777,0,0
dish_1561405934,92326,26632,12592,9575,264,0,0,13600,17,0,0,0,2495,0,9,9883,0,111,3414,0,0,0,0,92251,0,0
dish_1561406762,166850,164,0,11776,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84270,0,0
dish_1561406789,167041,0,0,11775,0,0,0,0,0,0,0,0,26895,0,0,0,0,0,0,0,0,0,0,57458,0,0
dish_1561406817,166840,0,0,7451,3,0,287,0,0,0,0,0,46937,0,0,0,0,0,0,0,0,0,0,41651,0,0
dish_1561407208,167130,55,0,0,0,0,0,8226,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,87656,0,0
dish_1561407249,166236,19731,0,0,26,0,20,7853,209,0,0,0,126,0,0,0,0,0,0,0,0,0,0,68968,0,0
dish_1561407283,165583,19583,0,13421,58,0,194,7345,40,0,0,0,274,0,0,0,0,0,0,0,0,0,0,56671,0,0
dish_1561407312,165021,18504,0,13223,204,38,61,2205,727,0,0,0,21360,0,0,0,0,0,0,0,0,0,0,41826,0,0
dish_1561480391,165182,6,0,0,0,21972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76009,0,0
dish_1561480414,165214,0,0,0,0,21439,12271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64245,0,0
dish_1561480439,165177,0,248,22,0,33469,3039,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,61157,0,0
dish_1561480460,164620,0,270,1,0,33894,2563,0,0,15731,0,0,0,0,0,0,0,0,0,0,0,0,0,46090,0,0
dish_1561481577,168307,0,0,0,0,0,27882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66980,0,0
dish_1561481606,167805,0,0,0,0,0,26254,0,0,22742,0,68,0,0,0,0,0,0,0,0,0,0,0,46300,0,0
dish_1561481634,166388,0,0,20406,0,0,19813,0,0,19800,0,0,0,0,546,0,0,0,0,0,0,0,0,36216,0,0
dish_1561481673,166757,0,0,18196,5616,10329,9194,0,0,19841,0,0,0,0,1404,0,0,0,0,0,0,0,0,31832,0,0
dish_1561491121,103289,31925,0,0,23,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127792,0,0
dish_1561491154,102931,24142,50,0,0,0,0,6850,10064,0,0,0,353,0,0,0,0,0,0,0,0,0,0,118779,0,0
dish_1561491180,103355,23116,0,0,0,0,0,388,9644,0,0,0,25691,0,0,0,0,0,0,0,0,0,0,100975,0,0
dish_1561491210,102407,25283,10061,0,0,0,0,978,14041,0,0,0,13872,0,0,0,0,644,0,0,0,0,0,95883,0,0
dish_1561492161,92890,40801,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129453,0,0
dish_1561492182,94535,35924,0,0,0,0,0,0,0,0,0,0,30546,0,0,0,0,0,0,0,0,0,0,102164,0,0
dish_1561492204,92558,37283,0,0,0,0,0,322,15334,0,0,0,34285,0,0,0,0,0,0,0,0,0,0,83387,0,0
dish_1561492228,92796,45484,0,0,102,0,20,5055,18099,0,0,0,34808,0,0,0,0,0,0,0,0,0,0,66805,0,0
dish_1561492519,168438,0,0,0,376,16019,0,0,0,0,0,46005,0,0,0,0,0,0,0,0,0,0,0,32326,5,0
dish_1561492628,167490,22869,0,21,0,0,0,0,0,1111,0,0,0,0,0,0,0,0,0,0,0,0,0,71567,111,0
dish_1561492665,166994,24637,0,55,0,0,3888,6154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61429,12,0
dish_1561492687,167011,24984,0,219,0,10,2236,7461,400,0,0,0,7736,0,48,5,0,0,0,0,0,0,0,53059,0,0
